CustomerID;Age;Gender;Income;VisitFrequency;AverageSpend;PreferredCuisine;TimeOfVisit;GroupSize;DiningOccasion;MealType;OnlineReservation;DeliveryOrder;LoyaltyProgramMember;WaitTime;ServiceRating;FoodRating;AmbianceRating;HighSatisfaction
1029;23;Male;80653;Daily;13.503.561.567.563.600;Mexican;Breakfast;4;Celebration;Takeaway;0;1;1;41.945.814.092.782.200;4;5;5;1
1030;46;Male;21547;Daily;18.358.164.821.906.900;Indian;Dinner;9;Business;Takeaway;1;0;0;7.705.847.530.002.240;4;2;2;0
1031;41;Male;100703;Weekly;11.825.290.240.928.100;American;Breakfast;1;Business;Takeaway;0;0;1;22.744.273.236.257.200;1;1;2;0
1032;37;Male;126751;Daily;19.652.881.811.977.300;Indian;Breakfast;9;Business;Takeaway;0;1;1;4.266.816.253.981.650;5;5;3;0
1033;52;Male;122629;Rarely;9.323.870.007.187.590;Italian;Lunch;5;Celebration;Takeaway;0;1;1;23.495.912.356.601.600;3;3;1;0
1034;69;Female;35930;Weekly;53.303.498.821.331.800;Mexican;Dinner;3;Business;Dine-in;0;0;0;1.167.745.929.361.090;1;5;3;0
1035;52;Female;27239;Rarely;11.155.427.103.005.100;American;Breakfast;6;Business;Takeaway;0;1;1;36.273.536.430.878.800;1;5;4;0
1036;69;Female;96870;Monthly;10.885.875.121.985.100;Chinese;Lunch;3;Business;Dine-in;0;1;0;3.280.896.004.960.330;3;1;2;0
1037;25;Female;77102;Daily;3.228.842.625.107.910;Indian;Dinner;9;Casual;Takeaway;1;0;0;48.180.821.833.844.600;5;1;2;0
1038;57;Male;28253;Weekly;9.593.705.690.992.310;Indian;Breakfast;6;Business;Takeaway;0;0;0;54.216.892.021.359.000;2;1;2;0
1039;36;Male;86014;Weekly;11.151.378.428.316.300;American;Dinner;4;Business;Takeaway;0;0;1;423.568.964.456.351;2;2;2;0
1040;30;Female;71590;Monthly;11.046.823.367.353.600;Chinese;Dinner;5;Casual;Takeaway;0;1;1;5.188.045.723.369.170;4;3;5;0
1041;48;Female;117176;Rarely;9.161.688.453.456.830;Indian;Dinner;3;Celebration;Takeaway;0;1;0;597.036.193.915.641;3;4;1;0
1042;56;Female;65128;Weekly;5.859.423.646.841.020;Chinese;Dinner;4;Celebration;Dine-in;1;0;1;5.392.503.090.500.240;4;2;1;1
1043;65;Female;34010;Weekly;16.409.565.425.797.900;Indian;Lunch;4;Celebration;Dine-in;0;0;1;8.492.395.624.132.670;4;4;5;1
1044;67;Female;102874;Monthly;22.771.395.647.027.100;American;Dinner;7;Business;Dine-in;0;0;1;3.560.318.674.129.040;1;2;1;0
1045;44;Female;148592;Daily;9.950.965.851.471.990;Italian;Lunch;2;Celebration;Takeaway;0;1;0;28.267.455.969.021.600;3;3;1;0
1046;29;Female;132507;Weekly;13.522.463.075.675.600;Indian;Breakfast;8;Celebration;Dine-in;0;1;0;25.518.501.198.050.100;5;4;5;1
1047;22;Male;73912;Rarely;1.984.449.157.190.950;Indian;Lunch;3;Celebration;Dine-in;0;0;1;3.233.575.570.667.910;1;5;4;1
1048;56;Female;103243;Monthly;7.343.780.810.404.200;Italian;Dinner;3;Business;Takeaway;0;1;0;5.753.913.498.894.470;2;2;3;0
1049;26;Female;54777;Monthly;4.132.167.147.349.390;Chinese;Breakfast;7;Business;Takeaway;0;0;1;4.990.272.534.706.390;1;3;3;0
1050;60;Female;59793;Weekly;15.868.347.022.185.800;American;Dinner;8;Casual;Dine-in;0;0;1;8.102.969.190.086.820;1;2;4;0
1051;34;Female;120607;Weekly;9.371.719.522.378.600;Italian;Breakfast;2;Business;Dine-in;0;0;1;31.162.936.294.488.000;1;5;4;0
1052;28;Male;46146;Rarely;1.144.708.010.049.700;American;Dinner;4;Business;Takeaway;1;0;1;5.280.352.782.376.370;5;1;5;0
1053;61;Female;63115;Monthly;8.198.335.000.784.620;American;Breakfast;4;Business;Takeaway;1;0;1;12.830.513.160.036.800;3;1;4;0
1054;26;Female;21350;Monthly;8.172.279.174.311.770;American;Breakfast;6;Celebration;Takeaway;1;1;1;5.061.513.285.672.210;1;3;4;0
1055;57;Male;149142;Monthly;10.527.480.607.092.500;Mexican;Breakfast;5;Business;Takeaway;0;1;1;3.521.888.417.521.430;5;1;4;0
1056;32;Female;115387;Weekly;19.883.560.490.419.600;Chinese;Dinner;7;Business;Dine-in;0;0;1;3.735.023.525.174.000;1;1;1;0
1057;61;Female;69799;Weekly;6.787.915.120.801.340;American;Dinner;5;Celebration;Dine-in;0;1;1;24.708.838.804.304.100;3;4;2;1
1058;53;Male;67998;Daily;1.124.594.737.125.360;Chinese;Lunch;9;Casual;Dine-in;1;0;0;52.317.567.218.588.900;5;5;5;0
1059;61;Female;24362;Daily;17.697.585.538.917.400;Chinese;Breakfast;9;Casual;Takeaway;0;0;0;5.758.370.681.893.130;2;1;5;0
1060;61;Female;130824;Daily;16.571.957.046.805.600;American;Dinner;6;Casual;Dine-in;0;0;1;45.081.859.055.639.700;1;5;1;0
1061;64;Female;48237;Monthly;14.421.140.399.701.900;Mexican;Lunch;2;Celebration;Dine-in;0;1;0;2.437.742.776.254.860;2;3;3;0
1062;55;Male;149421;Monthly;4.059.452.430.416.180;Indian;Breakfast;4;Business;Takeaway;1;0;0;3.737.087.756.221.320;1;3;1;0
1063;60;Male;140380;Monthly;14.526.080.640.723.000;American;Dinner;8;Celebration;Dine-in;1;1;0;3.631.157.072.801.870;1;3;2;0
1064;68;Female;70712;Monthly;8.731.544.034.728.130;Indian;Lunch;7;Celebration;Takeaway;0;1;0;34.174.403.324.506.100;2;1;3;0
1065;41;Female;70691;Monthly;4.477.217.664.349.660;American;Dinner;4;Casual;Takeaway;0;0;1;33.330.799.782.514.600;5;1;2;0
1066;47;Female;45934;Daily;3.846.698.080.478.860;Mexican;Breakfast;9;Casual;Dine-in;1;0;0;5.681.307.027.542.530;3;4;2;0
1067;40;Female;117841;Daily;18.676.929.406.104.200;Italian;Dinner;6;Business;Takeaway;1;0;1;5.637.740.242.061.340;3;5;1;0
1068;19;Male;44314;Daily;17.612.673.062.604.700;Indian;Lunch;8;Casual;Takeaway;0;0;1;5.966.843.089.958.080;4;5;1;0
1069;20;Male;50976;Monthly;5.746.223.500.235.650;Mexican;Dinner;2;Celebration;Dine-in;0;0;0;12.297.158.139.929.600;5;3;3;0
1070;41;Male;46185;Weekly;16.246.693.512.750.400;Italian;Lunch;4;Business;Dine-in;0;0;1;4.896.997.119.626.620;5;2;5;0
1071;68;Male;45559;Monthly;781.010.746.541.668;Mexican;Dinner;3;Casual;Takeaway;0;1;1;8.872.853.189.580.260;3;4;4;0
1072;67;Female;126820;Rarely;8.872.604.786.648.200;Mexican;Breakfast;9;Casual;Takeaway;0;1;1;5.495.729.342.513.060;1;3;1;0
1073;25;Female;27880;Weekly;6.988.860.000.504.100;American;Breakfast;2;Celebration;Takeaway;0;1;0;5.234.429.971.197.980;5;1;1;0
1074;31;Female;143444;Weekly;19.350.609.429.329.900;Indian;Breakfast;1;Casual;Takeaway;0;1;0;28.505.867.948.818.700;2;1;2;0
1075;22;Male;80939;Rarely;1.600.137.441.295.160;American;Lunch;4;Business;Takeaway;0;0;0;2.588.195.059.962.410;5;5;4;0
1076;51;Female;41323;Rarely;4.991.081.232.957.670;Italian;Lunch;7;Celebration;Dine-in;0;1;0;50.497.702.736.659.300;2;4;3;0
1077;42;Male;139698;Weekly;27.209.196.097.341.600;Italian;Lunch;4;Casual;Takeaway;1;0;0;5.691.804.423.497.800;1;1;2;0
1078;62;Female;146013;Daily;1.348.259.099.739.940;Mexican;Breakfast;6;Celebration;Dine-in;0;0;1;25.796.105.969.790.400;4;1;4;1
1079;47;Female;64438;Monthly;3.987.761.625.810.330;Italian;Breakfast;8;Business;Dine-in;0;0;0;47.968.872.050.264.900;2;3;3;0
1080;37;Male;71616;Daily;18.437.557.894.163.400;Italian;Lunch;2;Celebration;Takeaway;1;0;1;3.678.206.426.299.730;4;4;4;1
1081;45;Male;71243;Weekly;58.185.972.366.359.200;Mexican;Breakfast;7;Business;Takeaway;0;0;1;27.019.480.170.536.000;3;1;4;0
1082;57;Female;133991;Weekly;10.185.457.011.450.000;American;Lunch;7;Casual;Takeaway;1;1;0;4.958.527.466.532.160;3;5;2;0
1083;47;Male;95530;Rarely;6.810.956.434.954.360;Mexican;Breakfast;4;Celebration;Dine-in;0;0;0;3.835.548.852.288.680;4;2;4;0
1084;25;Male;94123;Weekly;12.701.283.171.620.100;American;Breakfast;6;Celebration;Dine-in;0;1;1;10.206.500.838.040.200;4;4;2;1
1085;21;Male;65952;Weekly;10.005.489.703.211.100;Mexican;Breakfast;4;Business;Dine-in;0;0;1;7.412.754.152.631.470;2;5;1;0
1086;28;Female;140284;Daily;14.849.501.448.676.900;Indian;Dinner;8;Business;Takeaway;0;1;0;0.6743346972195052;1;1;5;0
1087;36;Male;145234;Monthly;18.962.223.894.859.600;Chinese;Dinner;5;Casual;Dine-in;1;1;1;12.221.203.389.731.900;5;5;1;1
1088;31;Male;120134;Monthly;10.359.213.625.937.400;Italian;Breakfast;1;Celebration;Takeaway;1;1;0;29.888.212.993.312.600;3;1;2;0
1089;55;Male;122958;Weekly;9.818.515.108.597.890;Chinese;Lunch;4;Business;Takeaway;0;0;0;32.272.139.786.078.700;4;4;1;0
1090;42;Female;20864;Monthly;3.126.806.065.682.990;Chinese;Lunch;5;Business;Dine-in;0;0;0;10.560.017.517.062.000;1;3;1;0
1091;55;Male;125245;Rarely;11.546.159.739.079.400;Chinese;Dinner;5;Casual;Takeaway;1;1;0;5.112.780.829.941.100;5;5;4;0
1092;56;Female;48734;Rarely;15.579.103.406.381.400;Indian;Dinner;8;Casual;Dine-in;0;0;1;39.192.316.524.050.400;5;2;5;0
1093;19;Female;133974;Weekly;15.366.705.091.450.500;Chinese;Dinner;4;Casual;Dine-in;0;0;0;3.384.525.615.813.310;3;1;2;0
1094;47;Female;60541;Monthly;11.811.290.834.764.400;Chinese;Breakfast;8;Casual;Takeaway;1;1;1;19.224.440.113.824.300;5;1;1;0
1095;39;Male;41740;Rarely;15.231.006.335.756.300;Italian;Lunch;4;Casual;Takeaway;0;1;0;12.220.101.872.103.200;1;2;4;0
1096;41;Female;20437;Monthly;9.650.257.449.527.560;Mexican;Breakfast;2;Celebration;Takeaway;0;1;1;9.352.367.378.835.340;1;1;1;0
1097;48;Female;70837;Monthly;19.261.948.946.499.000;Mexican;Breakfast;3;Business;Dine-in;1;0;1;422.131.808.037.315;5;1;2;0
1098;58;Female;48478;Rarely;19.250.752.885.699.200;American;Lunch;4;Celebration;Takeaway;0;1;0;5.243.018.094.062.730;3;3;5;0
1099;21;Female;90253;Monthly;32.297.380.462.382.700;Indian;Lunch;9;Celebration;Takeaway;0;1;0;9.364.398.703.514.710;3;1;1;0
1100;39;Female;88776;Weekly;8.667.961.392.905.630;Chinese;Breakfast;4;Casual;Dine-in;0;1;0;22.182.997.675.528.200;4;5;3;1
1101;45;Male;62363;Weekly;1.716.511.615.768.450;Chinese;Breakfast;2;Business;Dine-in;0;1;1;21.309.862.420.644.000;1;3;3;0
1102;32;Female;124333;Monthly;19.975.015.217.598.900;Mexican;Breakfast;9;Business;Dine-in;1;1;0;118.628.119.046.728;2;1;1;0
1103;69;Male;71823;Monthly;10.032.003.300.321.700;Italian;Lunch;2;Casual;Dine-in;1;1;0;5.781.199.643.231.580;4;3;5;0
1104;36;Male;81870;Weekly;10.293.413.723.699.900;American;Lunch;3;Business;Takeaway;1;0;1;11.286.814.284.368.500;1;1;2;0
1105;58;Female;120168;Daily;6.892.944.075.556.100;Indian;Breakfast;5;Casual;Takeaway;1;1;1;2.597.744.854.840.740;3;2;3;0
1106;69;Female;145251;Rarely;19.493.351.983.684.200;Indian;Dinner;9;Celebration;Dine-in;0;0;0;855.595.343.703.207;5;4;2;0
1107;34;Female;144501;Weekly;18.311.520.692.505.600;Indian;Lunch;1;Celebration;Takeaway;0;0;1;5.291.518.026.044.060;5;2;2;0
1108;37;Female;28128;Weekly;3.510.636.593.054.670;Chinese;Breakfast;7;Business;Dine-in;1;1;0;15.974.871.204.161.800;1;5;1;0
1109;47;Male;80952;Rarely;10.138.605.660.593.700;Indian;Dinner;8;Casual;Dine-in;0;1;0;4.410.357.104.436.930;3;2;3;0
1110;44;Female;38973;Rarely;1.346.425.405.820.030;Italian;Dinner;4;Business;Dine-in;0;0;0;45.404.303.352.294.600;5;1;4;0
1111;32;Male;70688;Monthly;1.505.816.281.517.000;Mexican;Lunch;9;Celebration;Dine-in;1;1;1;13.740.790.404.141.100;4;4;5;1
1112;19;Male;35961;Rarely;18.483.505.605.134.700;Italian;Breakfast;7;Business;Takeaway;0;0;0;3.854.786.595.790.440;3;1;1;0
1113;58;Female;24600;Monthly;13.686.919.726.235.600;American;Dinner;8;Business;Dine-in;0;0;0;38.896.077.531.904.300;4;5;4;0
1114;68;Female;47270;Weekly;1.466.904.716.159.650;Chinese;Lunch;7;Business;Dine-in;1;0;0;1.290.779.037.947.060;4;3;1;0
1115;37;Female;149652;Daily;1.789.922.404.097.370;Chinese;Breakfast;4;Casual;Dine-in;0;0;1;22.494.627.443.608.600;2;3;4;0
1116;22;Female;77107;Weekly;6.199.749.482.141.440;Indian;Lunch;1;Casual;Dine-in;1;1;1;37.416.450.415.691.100;5;1;5;1
1117;25;Female;140159;Rarely;54.435.831.967.819.600;Chinese;Dinner;2;Celebration;Takeaway;1;0;0;5.838.655.770.534.720;1;2;5;0
1118;52;Male;132576;Weekly;26.497.139.671.246.500;Italian;Breakfast;8;Business;Dine-in;0;1;1;12.786.914.201.930.700;4;4;2;0
1119;59;Male;23400;Weekly;755.570.947.049.489;Indian;Lunch;9;Business;Takeaway;1;0;1;5.856.066.414.313.070;5;5;5;0
1120;52;Male;102238;Monthly;13.929.647.455.084.700;Indian;Breakfast;8;Celebration;Dine-in;1;0;1;33.313.420.926.683.300;3;1;2;0
1121;35;Male;144479;Monthly;6.653.658.256.378.040;Chinese;Breakfast;7;Casual;Dine-in;0;0;1;0.032506826865186245;3;4;5;0
1122;42;Male;52609;Weekly;7.010.524.481.068.950;Chinese;Breakfast;5;Casual;Dine-in;0;1;0;12.687.700.273.780.600;2;4;5;0
1123;25;Male;66790;Rarely;30.693.319.056.227.000;Chinese;Dinner;1;Casual;Dine-in;1;1;1;9.156.306.775.423.300;5;1;2;0
1124;22;Male;45151;Weekly;13.489.200.695.724.700;Indian;Dinner;1;Casual;Takeaway;0;1;0;3.219.485.338.101.170;4;2;5;0
1125;53;Male;59341;Weekly;4.851.764.975.987.090;Mexican;Dinner;7;Celebration;Takeaway;1;0;0;4.087.133.945.532.070;5;4;4;0
1126;35;Male;134469;Monthly;7.824.127.696.874.830;Italian;Breakfast;5;Business;Dine-in;0;0;1;4.615.261.398.227.930;4;1;2;0
1127;68;Female;109615;Weekly;1.883.332.915.729.800;Chinese;Lunch;6;Celebration;Takeaway;0;1;0;50.936.685.764.492.500;3;4;1;0
1128;64;Female;121256;Daily;8.715.500.755.906.230;Chinese;Dinner;2;Celebration;Dine-in;0;1;1;5.252.621.919.117.750;2;4;5;1
1129;22;Female;130829;Rarely;15.735.696.299.965.900;Mexican;Breakfast;5;Celebration;Takeaway;0;1;0;25.854.135.222.021.300;2;3;4;0
1130;62;Male;84236;Weekly;16.526.821.886.282.200;Chinese;Lunch;2;Casual;Dine-in;0;0;0;31.562.839.769.941.800;1;3;5;0
1131;62;Male;42102;Rarely;6.220.909.375.983.370;Chinese;Lunch;3;Casual;Takeaway;0;0;0;2.739.467.070.805.740;2;5;2;0
1132;39;Male;40620;Monthly;26.984.246.503.297.900;Mexican;Breakfast;8;Casual;Dine-in;0;0;0;4.729.339.638.699.460;2;1;1;0
1133;69;Female;130997;Weekly;5.094.234.201.413.650;Indian;Breakfast;4;Business;Takeaway;1;0;1;9.377.989.581.660.300;1;1;1;0
1134;35;Female;29465;Weekly;11.954.596.017.100.500;Indian;Dinner;5;Celebration;Dine-in;0;0;0;3.466.925.592.957.360;2;4;1;0
1135;61;Male;89285;Daily;6.581.339.081.293.350;Chinese;Lunch;5;Business;Takeaway;1;0;0;31.763.566.060.398.100;4;1;1;0
1136;64;Male;111906;Monthly;14.293.147.298.193.700;Mexican;Dinner;6;Casual;Dine-in;1;0;0;5.202.486.901.117.760;1;5;5;0
1137;23;Male;110100;Weekly;10.989.726.803.693.100;Mexican;Dinner;1;Casual;Dine-in;0;0;1;4.882.303.356.093.630;3;1;2;0
1138;50;Female;83461;Weekly;1.685.482.377.453.080;Chinese;Breakfast;5;Casual;Takeaway;0;1;1;19.542.025.543.912.900;2;5;5;0
1139;53;Male;112898;Monthly;34.514.741.102.668;American;Dinner;9;Casual;Dine-in;1;0;0;12.248.470.888.842.300;4;2;4;0
1140;46;Male;85346;Daily;1.230.870.670.234.080;American;Dinner;1;Celebration;Dine-in;0;0;1;1.970.108.321.740.540;1;1;1;0
1141;21;Female;53483;Monthly;4.890.358.226.707.830;Indian;Dinner;2;Celebration;Dine-in;0;1;1;1.631.397.711.193.920;2;1;1;0
1142;23;Male;131676;Weekly;16.458.757.609.969.400;Chinese;Lunch;2;Casual;Takeaway;1;0;1;3.539.887.749.432.610;2;3;3;0
1143;52;Male;44722;Monthly;8.390.543.889.201.120;Mexican;Dinner;2;Casual;Dine-in;1;0;0;4.398.015.816.351.810;4;4;5;0
1144;64;Male;36143;Monthly;12.113.767.862.366.500;Chinese;Breakfast;4;Casual;Dine-in;0;1;1;19.286.055.107.363.700;3;5;4;0
1145;65;Female;45416;Weekly;11.983.728.600.160.400;Italian;Breakfast;1;Celebration;Takeaway;1;0;0;8.717.859.710.892.160;2;3;5;0
1146;56;Male;142339;Weekly;6.975.838.254.599.060;Indian;Dinner;9;Business;Takeaway;0;0;0;32.676.164.977.787.500;5;3;2;0
1147;40;Male;58731;Daily;3.360.653.972.688.100;American;Dinner;7;Casual;Dine-in;0;0;0;8.244.006.741.784.480;2;4;5;0
1148;53;Male;111904;Monthly;10.007.811.967.144.800;Chinese;Breakfast;4;Celebration;Takeaway;1;0;1;2.821.399.203.256.530;4;4;2;1
1149;19;Male;45917;Weekly;1.860.119.951.130.390;American;Lunch;6;Business;Takeaway;1;0;1;4.825.950.991.118.500;1;1;2;0
1150;69;Male;110795;Weekly;13.645.094.571.835.600;Mexican;Breakfast;6;Business;Takeaway;1;0;1;3.576.663.915.917.110;2;4;5;0
1151;62;Female;129492;Monthly;10.648.037.379.692.100;Chinese;Dinner;8;Celebration;Dine-in;0;1;0;12.067.054.979.962.300;2;4;5;0
1152;43;Female;125084;Weekly;47.600.190.036.269.000;Chinese;Lunch;8;Business;Takeaway;0;1;1;29.661.836.388.214.400;4;4;1;0
1153;36;Male;84825;Weekly;16.114.438.446.229.300;Italian;Lunch;5;Business;Dine-in;1;0;0;13.911.533.282.471.000;5;1;2;0
1154;33;Male;132816;Monthly;11.399.567.692.609.800;American;Lunch;3;Business;Takeaway;0;0;0;3.211.427.670.109.860;3;2;1;0
1155;58;Male;56610;Weekly;18.215.881.606.655.900;Italian;Lunch;8;Casual;Dine-in;0;0;1;15.319.547.781.406.200;4;1;4;0
1156;53;Female;97419;Rarely;495.105.681.501.496;American;Dinner;6;Business;Dine-in;0;0;0;27.748.777.850.837.200;2;2;1;0
1157;33;Female;105342;Weekly;17.838.055.175.590.800;Indian;Lunch;5;Business;Takeaway;0;0;0;39.309.775.594.621.800;4;4;5;0
1158;37;Female;68262;Monthly;46.333.391.494.653.000;Italian;Breakfast;8;Casual;Takeaway;0;0;1;311.108.427.372.617;1;3;2;0
1159;67;Female;27263;Rarely;11.113.925.726.677.300;Italian;Lunch;4;Business;Takeaway;0;1;1;0.09646632638629526;4;1;2;0
1160;20;Male;68777;Rarely;924.353.614.843.432;Chinese;Breakfast;5;Business;Dine-in;0;0;0;3.874.176.974.145.600;1;4;4;0
1161;46;Male;54557;Weekly;14.364.830.761.600.800;Indian;Dinner;5;Celebration;Dine-in;0;1;1;5.340.166.653.584.590;1;1;1;0
1162;66;Female;122955;Rarely;12.064.087.340.665.400;Indian;Dinner;7;Casual;Takeaway;0;0;1;15.709.179.744.904.800;4;3;3;0
1163;32;Female;124959;Monthly;19.129.020.011.401.300;Mexican;Dinner;9;Casual;Takeaway;1;0;1;4.407.254.533.905.590;5;1;5;0
1164;64;Female;142155;Weekly;11.182.092.400.856.700;Indian;Lunch;2;Business;Takeaway;0;0;0;4.491.003.063.877.640;4;2;3;0
1165;62;Male;68782;Rarely;6.627.360.116.469.310;Italian;Breakfast;3;Casual;Dine-in;0;1;1;4.536.258.080.470.520;4;4;1;0
1166;31;Female;43415;Monthly;11.800.733.321.516.100;Chinese;Dinner;3;Business;Dine-in;1;1;1;44.242.570.683.151.300;4;2;3;0
1167;29;Female;41415;Weekly;17.378.543.555.591.500;Mexican;Dinner;6;Celebration;Dine-in;0;0;0;46.363.969.483.057.200;5;2;3;0
1168;39;Male;25907;Rarely;9.466.282.516.892.100;Italian;Breakfast;7;Business;Dine-in;1;0;1;1.603.935.288.753.510;3;4;5;0
1169;30;Male;147370;Monthly;10.121.551.005.768.600;Indian;Dinner;2;Business;Dine-in;0;1;0;557.901.751.918.313;4;4;5;0
1170;24;Female;24277;Monthly;19.838.833.370.747.500;Indian;Lunch;2;Casual;Takeaway;1;0;0;4.032.454.660.091.070;2;1;1;0
1171;54;Male;114132;Weekly;11.677.050.756.806.800;Mexican;Lunch;1;Casual;Takeaway;0;0;1;4.967.791.926.168.500;3;1;3;0
1172;69;Female;44257;Weekly;12.442.555.685.310.900;American;Breakfast;7;Business;Takeaway;0;0;0;5.883.851.735.010.140;1;2;1;0
1173;33;Male;64919;Weekly;15.322.984.378.487.900;Italian;Lunch;5;Celebration;Takeaway;0;1;0;0.09203347607711354;5;4;2;0
1174;43;Male;94500;Monthly;12.546.332.445.918.500;Italian;Breakfast;4;Business;Dine-in;0;0;0;5.381.130.740.485.970;4;4;2;0
1175;63;Female;126805;Rarely;1.035.440.107.097.190;Indian;Breakfast;6;Business;Dine-in;1;0;1;536.731.985.008.436;4;4;3;0
1176;55;Female;20150;Rarely;11.473.486.564.273.200;Mexican;Lunch;4;Celebration;Dine-in;1;0;0;4.051.106.239.798.110;3;5;4;0
1177;61;Female;65860;Weekly;3.051.099.754.154.830;American;Breakfast;1;Business;Dine-in;0;1;1;4.841.987.348.775.100;3;1;3;0
1178;66;Female;47076;Weekly;4.500.032.127.852.060;Indian;Dinner;7;Celebration;Dine-in;1;0;1;548.598.160.392.326;1;5;5;0
1179;30;Male;130655;Rarely;12.683.878.071.715.200;American;Breakfast;5;Business;Dine-in;1;0;0;5.071.909.354.768.900;1;4;4;0
1180;54;Female;103918;Rarely;8.746.222.001.869.850;Italian;Breakfast;1;Celebration;Takeaway;0;1;0;24.698.008.540.573.100;4;1;2;0
1181;38;Male;129523;Weekly;19.578.371.542.453.600;Mexican;Dinner;7;Celebration;Dine-in;0;1;0;20.788.231.591.540.100;1;1;1;0
1182;61;Male;80076;Rarely;17.268.840.534.493.200;Italian;Breakfast;7;Celebration;Dine-in;0;0;1;51.309.567.442.728.200;2;1;5;0
1183;69;Male;94601;Weekly;19.735.285.252.487.600;Chinese;Dinner;3;Casual;Takeaway;0;0;0;29.873.383.719.318.300;1;4;3;0
1184;18;Female;101889;Weekly;9.551.043.192.932.780;American;Breakfast;7;Business;Dine-in;0;0;0;18.194.577.968.252.800;3;3;2;0
1185;25;Female;53943;Rarely;8.228.712.683.122.990;Italian;Breakfast;1;Business;Dine-in;0;0;0;597.415.927.527.615;4;1;3;0
1186;37;Female;63111;Rarely;14.873.386.433.415.600;American;Lunch;3;Casual;Dine-in;0;1;0;4.556.239.019.980.620;1;4;2;0
1187;32;Female;103493;Rarely;4.455.031.062.788.110;Mexican;Dinner;2;Celebration;Takeaway;1;1;1;4.786.090.484.383.420;2;2;2;0
1188;54;Female;149457;Monthly;40.096.970.574.024.400;Mexican;Lunch;2;Celebration;Dine-in;0;1;0;4.324.050.203.399.880;5;2;1;0
1189;18;Female;39359;Weekly;8.391.820.016.446.790;Mexican;Breakfast;3;Business;Takeaway;0;0;0;953.000.683.962.475;4;3;5;0
1190;29;Male;98984;Weekly;9.744.719.965.202.210;Mexican;Lunch;2;Business;Dine-in;0;0;0;4.069.330.900.769.840;1;4;1;0
1191;49;Male;89184;Weekly;6.886.879.020.261.720;Chinese;Breakfast;2;Business;Takeaway;0;0;1;26.216.099.759.833.000;1;4;5;0
1192;60;Female;123147;Rarely;2.500.613.628.506.270;American;Dinner;3;Celebration;Dine-in;1;1;1;2.256.256.508.955.890;2;3;2;0
1193;63;Male;66271;Weekly;11.578.611.616.931.100;Chinese;Breakfast;7;Business;Takeaway;0;1;1;3.628.679.867.551.300;2;4;2;0
1194;61;Female;26147;Monthly;17.428.307.608.685.200;American;Dinner;5;Business;Takeaway;0;1;0;49.002.827.335.646.300;3;5;1;0
1195;34;Female;51451;Daily;1.986.054.922.005.620;Indian;Dinner;9;Business;Dine-in;0;1;0;3.220.803.586.178.970;3;1;4;0
1196;40;Female;49732;Monthly;12.000.446.056.144.500;American;Dinner;4;Casual;Takeaway;0;0;0;2.279.358.321.051.640;3;3;3;0
1197;49;Female;66768;Weekly;6.346.136.075.208.700;Indian;Dinner;1;Celebration;Dine-in;0;0;1;26.046.414.154.566.700;3;3;2;0
1198;44;Female;74120;Monthly;10.852.754.527.411.300;Italian;Breakfast;4;Business;Takeaway;0;1;1;6.811.708.129.514.520;3;1;4;0
1199;27;Male;32654;Monthly;15.680.246.790.758.200;Mexican;Breakfast;2;Casual;Takeaway;0;0;0;23.570.176.594.938.900;1;5;2;0
1200;38;Female;24547;Daily;3.427.721.431.221.240;American;Dinner;1;Casual;Dine-in;0;1;1;5.109.969.008.813.640;2;4;4;0
1201;31;Male;92198;Weekly;1.931.186.807.511.950;Mexican;Dinner;4;Business;Takeaway;1;1;0;3.792.817.944.655.490;2;3;1;0
1202;64;Female;93229;Daily;17.231.768.274.426.000;Italian;Breakfast;9;Business;Dine-in;0;0;0;3.567.017.698.720.000;5;2;2;0
1203;48;Male;33065;Monthly;11.404.962.173.812.000;Mexican;Breakfast;1;Casual;Dine-in;0;0;1;5.286.161.328.400.950;1;5;2;0
1204;22;Male;93822;Monthly;1.645.893.049.651.670;Chinese;Lunch;1;Celebration;Takeaway;0;1;1;34.187.214.643.405.100;3;5;2;0
1205;66;Female;105149;Rarely;15.932.115.303.664.000;Mexican;Lunch;3;Celebration;Takeaway;0;0;1;5.410.296.267.833.250;1;3;3;0
1206;27;Female;148712;Monthly;11.594.686.965.416.000;Indian;Breakfast;9;Business;Dine-in;0;1;0;8.054.985.061.960.800;4;4;2;0
1207;36;Female;41417;Monthly;12.375.577.233.883.200;Mexican;Lunch;3;Business;Dine-in;0;1;0;19.815.008.773.740.800;3;2;1;0
1208;51;Female;145401;Monthly;1.368.489.274.988.420;Italian;Dinner;1;Casual;Dine-in;0;0;1;17.524.121.602.930.300;5;2;5;0
1209;42;Female;78302;Rarely;61.931.069.877.977.000;American;Dinner;9;Casual;Takeaway;0;0;1;5.026.652.063.133.540;5;5;1;0
1210;53;Female;74609;Daily;19.605.940.660.108.500;Italian;Dinner;8;Casual;Takeaway;0;0;1;3.536.081.999.858.170;4;5;3;0
1211;67;Male;113717;Monthly;940.945.725.240.213;Chinese;Dinner;5;Business;Takeaway;0;0;1;6.169.316.915.476.750;1;1;2;0
1212;38;Female;41126;Monthly;1.267.753.118.508.750;Italian;Breakfast;6;Celebration;Takeaway;1;0;0;0.3023577621775897;1;2;5;0
1213;24;Female;39498;Rarely;8.086.541.992.217.040;Mexican;Breakfast;5;Celebration;Takeaway;1;1;0;1.412.777.801.099.140;4;4;1;0
